,full_name,selling_price,new-price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,Brand
6978,Mahindra XUV500 W10,1095000,2339000,2015,Dealer,39838,First Owner,Diesel,Manual,16.0,Mahindra
6979,Renault KWID AMT,300000,583000,2018,Individual,40000,First Owner,Petrol,Automatic,24.04,Renault
6980,Honda City i,840000,1816000,2017,Individual,40000,First Owner,Petrol,Manual,17.8,Honda
6981,Tata Nexon 1.5,825000,1574000,2017,Dealer,95000,First Owner,Diesel,Manual,21.5,Tata
6982,Ford Ecosport 2015-2021,980000,1313000,2019,Dealer,14000,First Owner,Petrol,Automatic,14.7,Ford
6983,Hyundai i20 Asta,815000,1402000,2018,Individual,5000,First Owner,Petrol,Manual,18.6,Hyundai
6984,Mahindra XUV500 W11,1667000,2337000,2019,Individual,20000,First Owner,Diesel,Manual,15.1,Mahindra
6985,Maruti Wagon R,399000,629000,2017,Dealer,43000,First Owner,CNG,Manual,26.2,Maruti
6986,Hyundai Verna VTVT,1040000,1645000,2018,Dealer,26000,First Owner,Petrol,Automatic,17.0,Hyundai
6987,Maruti Ciaz VXi,600000,1330000,2015,Individual,30000,First Owner,Petrol,Manual,20.73,Maruti
6988,Maruti Swift VXI,625000,986000,2017,Dealer,25000,First Owner,Petrol,Manual,20.4,Maruti
6989,Hyundai Verna 1.6,839000,1882999,2017,Individual,100000,First Owner,Diesel,Manual,23.9,Hyundai
6990,Mahindra XUV500 AT,1620000,2491000,2016,Dealer,15000,First Owner,Diesel,Automatic,16.0,Mahindra
6991,Hyundai i20 Petrol,690000,1323000,2018,Dealer,10114,First Owner,Petrol,Manual,18.6,Hyundai
6992,Mahindra XUV500 W8,500000,2328000,2013,Individual,60000,First Owner,Diesel,Manual,15.1,Mahindra
6993,Maruti Alto 800,320000,480000,2020,Individual,5000,First Owner,Petrol,Manual,22.05,Maruti
6994,Maruti Celerio X,585000,696000,2018,Individual,20000,First Owner,Petrol,Manual,21.63,Maruti
6995,Maruti Baleno Zeta,680000,1068000,2017,Dealer,21000,First Owner,Petrol,Automatic,19.56,Maruti
6996,Renault Triber RXZ,770000,888000,2020,Individual,4500,First Owner,Petrol,Manual,20.0,Renault
6997,Honda Amaze VX,750000,1024000,2019,Individual,8700,First Owner,Petrol,Manual,19.5,Honda
6998,Hyundai Verna Transform,300000,1766000,2010,Individual,100000,First Owner,Petrol,Manual,16.2,Hyundai
6999,Maruti Ciaz 1.4,740000,1351000,2017,Dealer,26000,First Owner,Petrol,Manual,20.73,Maruti
7000,Honda City 1.5,560000,1805999,2013,Dealer,55243,First Owner,Petrol,Manual,17.0,Honda
7001,Hyundai Grand i10,500000,771000,2015,Individual,25000,First Owner,Petrol,Manual,18.9,Hyundai
7002,Hyundai Verna SX,500000,1829000,2013,Dealer,35212,First Owner,Diesel,Manual,25.0,Hyundai
7003,Tata Harrier XT,1660000,2541000,2019,Dealer,21655,First Owner,Diesel,Manual,17.0,Tata
7004,Maruti Swift Dzire,475000,1046000,2013,Dealer,46100,First Owner,Petrol,Manual,19.1,Maruti
7005,Ford Figo Petrol,355000,856000,2011,Dealer,40000,First Owner,Petrol,Manual,15.6,Ford
7006,Nissan Kicks XL,950000,1816000,2019,Individual,10000,First Owner,Petrol,Manual,14.23,Nissan
7007,Honda City i,1025000,1830999,2016,Individual,34000,First Owner,Diesel,Manual,26.0,Honda
7008,Mahindra Bolero SLE,478000,1054000,2015,Dealer,66274,First Owner,Diesel,Manual,13.6,Mahindra
7009,Hyundai Grand i10,550000,771000,2017,Dealer,56169,First Owner,Petrol,Manual,18.9,Hyundai
7010,Maruti Wagon R,330000,720000,2014,Dealer,31692,First Owner,Petrol,Manual,20.51,Maruti
7011,Hyundai Grand i10,590000,663000,2019,Individual,5000,First Owner,Petrol,Manual,18.9,Hyundai
7012,Maruti Eeco 5,175000,494000,2012,Dealer,65000,First Owner,Petrol,Manual,15.37,Maruti
7013,Tata Nexon 1.5,894999,1574000,2018,Dealer,42388,First Owner,Diesel,Manual,21.5,Tata
7014,Maruti Celerio ZXI,350000,649000,2015,Individual,50000,First Owner,Petrol,Manual,23.1,Maruti
7015,Hyundai Grand i10,390000,709000,2016,Individual,15000,First Owner,Petrol,Manual,18.9,Hyundai
7016,Maruti Swift VXI,610000,966000,2018,Individual,26000,First Owner,Petrol,Manual,22.0,Maruti
7017,Hyundai Grand i10,450000,663000,2018,Individual,30000,First Owner,Petrol,Manual,18.9,Hyundai
7018,Maruti Baleno Zeta,675000,1042000,2019,Individual,8800,First Owner,Petrol,Manual,21.4,Maruti
7019,Hyundai Verna 1.6,590000,1809000,2014,Individual,90000,First Owner,Diesel,Manual,22.32,Hyundai
7020,Ford Freestyle Titanium,630000,927999,2019,Individual,17000,First Owner,Petrol,Manual,19.0,Ford
7021,Honda Jazz Mode,319000,1145000,2010,Dealer,56161,First Owner,Petrol,Manual,16.0,Honda
7022,Ford Figo Diesel,300000,988000,2011,Individual,35000,First Owner,Diesel,Manual,20.0,Ford
7023,Ford Ecosport 2015-2021,700000,1372000,2015,Individual,100000,First Owner,Diesel,Manual,22.77,Ford
7024,Maruti Swift VXI,629000,986000,2017,Dealer,28000,First Owner,Petrol,Manual,20.4,Maruti
7025,Honda City 2017-2020,200000,1657000,2006,Individual,38000,First Owner,Petrol,Manual,16.9,Honda
7026,Maruti Swift VXI,570000,914000,2017,Individual,5000,First Owner,Petrol,Manual,20.4,Maruti
7027,Maruti Baleno Alpha,599000,1026000,2016,Individual,20000,First Owner,Petrol,Manual,21.4,Maruti
7028,Renault KWID RXL,300000,615000,2017,Individual,20000,First Owner,Petrol,Manual,25.17,Renault
7029,Mahindra Scorpio 2009-2014,650000,1869000,2014,Dealer,69000,First Owner,Diesel,Automatic,11.79,Mahindra
7030,Hyundai Grand i10,450000,771000,2015,Dealer,50215,First Owner,Petrol,Manual,18.9,Hyundai
7031,Hyundai Venue SX,1044999,1433000,2019,Individual,18700,First Owner,Diesel,Manual,23.7,Hyundai
7032,Hyundai Verna VTVT,975000,1645000,2019,Dealer,5630,First Owner,Petrol,Manual,17.0,Hyundai
7033,Hyundai i20 2015-2017,655000,1284000,2015,Dealer,109555,First Owner,Diesel,Manual,22.54,Hyundai
7034,Hyundai Verna CRDi,290000,1718000,2009,Individual,90000,First Owner,Diesel,Manual,18.1,Hyundai
7035,Honda Amaze E,390000,1177000,2013,Dealer,75000,First Owner,Diesel,Manual,25.8,Honda
7036,Maruti Ertiga ZXI,1099000,1230000,2019,Dealer,8000,First Owner,Petrol,Automatic,17.99,Maruti
7037,Mercedes-Benz S-Class S,625000,327000,2007,Dealer,47200,First Owner,Petrol,Automatic,10.13,Mercedes-Benz
7038,Maruti Ignis 1.2,450000,910000,2018,Individual,50000,First Owner,Petrol,Manual,20.89,Maruti
7039,Honda City i-VTEC,1095000,1805999,2017,Dealer,53000,First Owner,Petrol,Automatic,18.0,Honda
7040,Hyundai Verna 1.6,625000,1913000,2012,Dealer,58000,First Owner,Diesel,Manual,22.32,Hyundai
7041,Mahindra XUV500 W10,1350000,2267000,2017,Dealer,54212,First Owner,Diesel,Manual,16.0,Mahindra
7042,Honda Amaze S,800000,1066000,2019,Dealer,8760,First Owner,Petrol,Automatic,19.0,Honda
7043,Renault KWID AMT,350000,631000,2017,Individual,40000,First Owner,Petrol,Automatic,24.04,Renault
7044,Hyundai i20 Asta,625000,1336000,2015,Dealer,80131,First Owner,Diesel,Manual,22.54,Hyundai
7045,Maruti Celerio ZXI,484999,700000,2016,Dealer,41944,First Owner,Petrol,Automatic,23.1,Maruti
7046,Hyundai Elantra 2.0,1525000,2523000,2016,Dealer,28000,First Owner,Petrol,Automatic,14.62,Hyundai
7047,Honda Civic 1.8,275000,2525000,2010,Individual,60000,First Owner,Petrol,Manual,13.5,Honda
7048,Honda City i,549000,1763000,2014,Dealer,67000,First Owner,Diesel,Manual,26.0,Honda
7049,Ford Figo 1.2P,575000,856000,2016,Dealer,49392,First Owner,Petrol,Manual,18.16,Ford
7050,Honda WR-V i-DTEC,800000,1362000,2017,Individual,65000,First Owner,Diesel,Manual,25.5,Honda
7051,Hyundai Creta 1.6,1200000,2166000,2017,Individual,50000,First Owner,Diesel,Manual,19.67,Hyundai
7052,Maruti Swift LXI,280000,930000,2012,Individual,90000,First Owner,Petrol,Manual,18.6,Maruti
7053,Mahindra Thar CRDe,950000,1807000,2017,Individual,60000,First Owner,Diesel,Manual,16.55,Mahindra
7054,Maruti Celerio VXI,450000,660000,2017,Individual,32000,First Owner,Petrol,Manual,23.1,Maruti
7055,Hyundai Creta 1.6,800000,2156000,2015,Individual,57000,First Owner,Petrol,Automatic,13.0,Hyundai
7056,Hyundai Verna CRDi,860000,1718000,2018,Individual,42700,First Owner,Diesel,Manual,22.0,Hyundai
7057,Maruti Ertiga BSIV,585000,1206000,2014,Individual,35000,First Owner,Petrol,Manual,17.5,Maruti
7058,Maruti Wagon R,400000,688000,2017,Individual,10000,First Owner,Petrol,Automatic,20.51,Maruti
7059,Honda Civic 1.8,400000,2673000,2008,Individual,110000,First Owner,Petrol,Manual,13.5,Honda
7060,Hyundai i20 1.2,550000,1324000,2015,Dealer,37924,First Owner,Petrol,Manual,17.0,Hyundai
7061,Ford Ecosport 1.5,425000,1379000,2014,Dealer,104859,First Owner,Diesel,Manual,22.7,Ford
7062,Ford Ecosport 2015-2021,831000,1348000,2017,Dealer,63000,First Owner,Diesel,Manual,23.0,Ford
7063,Honda Jazz 1.2,785000,1183000,2017,Dealer,52377,First Owner,Petrol,Automatic,19.0,Honda
7064,Volkswagen Polo 2015-2019,750000,1208000,2017,Dealer,14000,First Owner,Petrol,Manual,16.2,Volkswagen
7065,Hyundai Verna 1.6,1295000,1913000,2019,Dealer,7000,First Owner,Diesel,Automatic,19.08,Hyundai
7066,Honda City i,640000,1830999,2014,Dealer,62000,First Owner,Diesel,Manual,26.0,Honda
7067,Volkswagen Vento Petrol,400000,1630999,2013,Individual,34000,First Owner,Petrol,Manual,15.04,Volkswagen
7068,Honda WR-V i-DTEC,725000,1309000,2017,Dealer,66000,First Owner,Diesel,Manual,25.5,Honda
7069,Renault KWID AMT,350000,665000,2017,Individual,35000,First Owner,Petrol,Automatic,24.04,Renault
7070,Hyundai Venue SX,1050000,1444000,2020,Individual,5000,First Owner,Petrol,Manual,18.27,Hyundai
7071,Hyundai i20 Asta,620000,1284000,2015,Individual,64000,First Owner,Diesel,Manual,22.54,Hyundai
7072,Maruti Celerio VXI,495000,700000,2015,Dealer,57000,First Owner,Petrol,Automatic,23.1,Maruti
7073,Renault KWID 1.0,385000,654000,2018,Dealer,8627,First Owner,Petrol,Manual,21.74,Renault
7074,Hyundai Grand i10,500000,741000,2017,Individual,20000,First Owner,Petrol,Manual,18.9,Hyundai
7075,Ford Ecosport 2015-2021,899000,1379000,2018,Dealer,6500,First Owner,Diesel,Manual,22.77,Ford
7076,Maruti Alto 800,185000,501999,2013,Individual,90000,First Owner,CNG,Manual,30.46,Maruti
7077,Volkswagen Polo 2015-2019,894999,1208000,2017,Dealer,37450,First Owner,Petrol,Automatic,17.21,Volkswagen
7078,Honda City i,685000,1830999,2016,Dealer,88102,First Owner,Diesel,Manual,26.0,Honda
7079,Honda City 1.5,325000,1698999,2010,Dealer,47000,First Owner,Petrol,Manual,17.0,Honda
7080,Honda Amaze S,495000,1066000,2014,Dealer,49000,First Owner,Petrol,Manual,18.0,Honda
7081,Hyundai i20 Sportz,459999,1336000,2012,Dealer,69000,First Owner,Diesel,Manual,21.9,Hyundai
7082,Maruti Eeco 7,150000,492000,2011,Individual,100000,First Owner,Petrol,Manual,15.37,Maruti
7083,Maruti Swift Dzire,440000,1066000,2013,Individual,86300,First Owner,Petrol,Manual,19.1,Maruti
7084,Maruti Wagon R,375000,617000,2015,Dealer,42100,First Owner,CNG,Manual,26.6,Maruti
7085,Maruti Alto 800,300000,483000,2015,Individual,35000,First Owner,Petrol,Manual,22.74,Maruti
7086,Maruti Celerio ZXI,434999,660000,2016,Dealer,51000,First Owner,Petrol,Automatic,23.1,Maruti
7087,Mahindra XUV500 W10,1100000,2423000,2015,Individual,80000,First Owner,Diesel,Manual,16.0,Mahindra
7088,Hyundai i20 Sportz,500000,1324000,2015,Dealer,60000,First Owner,Petrol,Manual,18.6,Hyundai
7089,Hyundai i20 1.2,655000,1401000,2017,Individual,50000,First Owner,Petrol,Manual,18.6,Hyundai
7090,Ford Ecosport 2015-2021,900000,1398000,2018,Individual,40000,First Owner,Diesel,Manual,23.0,Ford
7091,Volkswagen Vento 1.6,915000,1714999,2018,Dealer,9965,First Owner,Petrol,Manual,16.09,Volkswagen
7092,Mahindra Bolero 2011-2019,530000,1031000,2013,Individual,39000,First Owner,Diesel,Manual,15.96,Mahindra
7093,Toyota Innova Crysta,1490000,2990000,2016,Dealer,35500,First Owner,Diesel,Automatic,13.68,Toyota
7094,Honda Amaze VX,415000,1036000,2013,Dealer,70400,First Owner,Petrol,Manual,18.6,Honda
7095,Maruti Wagon R,300000,604000,2015,Individual,80000,First Owner,CNG,Manual,26.6,Maruti
7096,Hyundai Grand i10,515000,771000,2017,Dealer,76000,First Owner,Petrol,Automatic,18.9,Hyundai
7097,Honda City 2017-2020,400000,1701000,2008,Individual,120000,First Owner,Petrol,Manual,17.7,Honda
7098,Volkswagen Polo 2015-2019,730000,1175000,2019,Dealer,7000,First Owner,Petrol,Manual,18.78,Volkswagen
7099,Maruti Ciaz ZXi,725000,1351000,2016,Dealer,45000,First Owner,Petrol,Manual,20.73,Maruti
7100,Honda City i,650000,1830999,2016,Dealer,88000,First Owner,Diesel,Manual,26.0,Honda
7101,Ford Freestyle Titanium,775000,1090000,2019,Individual,30000,First Owner,Diesel,Manual,24.4,Ford
7102,Volkswagen Polo GT,645000,1175000,2015,Dealer,56084,First Owner,Petrol,Automatic,17.21,Volkswagen
7103,Honda Civic V,1670000,2463000,2019,Dealer,21000,First Owner,Petrol,Automatic,16.5,Honda
7104,Renault KWID 1.0,310000,631000,2017,Individual,25000,First Owner,Petrol,Manual,23.01,Renault
7105,Maruti Eeco 7,365000,513000,2016,Dealer,40000,First Owner,Petrol,Manual,15.37,Maruti
7106,Mahindra XUV500 W9,1500000,2491000,2017,Dealer,60000,First Owner,Diesel,Manual,15.1,Mahindra
7107,Hyundai Creta 1.6,1070000,2231000,2019,Individual,12000,First Owner,Petrol,Manual,15.8,Hyundai
7108,Ford Ecosport 1.5,475000,1379000,2014,Dealer,58000,First Owner,Diesel,Manual,22.7,Ford
7109,Hyundai Grand i10,495000,771000,2016,Dealer,28000,First Owner,Petrol,Manual,18.9,Hyundai
7110,Maruti Swift Dzire,530000,1003999,2016,Individual,73000,First Owner,Petrol,Manual,20.85,Maruti
7111,Maruti Alto 800,220000,444000,2016,Individual,2000,First Owner,Petrol,Manual,22.74,Maruti
7112,Maruti Swift Dzire,350000,1003999,2013,Individual,64000,First Owner,Petrol,Manual,19.1,Maruti
7113,Maruti Wagon R,300000,720000,2013,Dealer,34000,First Owner,Petrol,Manual,18.9,Maruti
7114,Maruti Swift ZXI,204999,906000,2008,Dealer,57000,First Owner,Petrol,Manual,16.1,Maruti
7115,Hyundai i20 Asta,975000,1336000,2019,Dealer,15000,First Owner,Diesel,Manual,22.54,Hyundai
7116,Mahindra XUV500 W10,1570000,2491000,2017,Dealer,34000,First Owner,Diesel,Manual,16.0,Mahindra
7117,Ford Ecosport 2015-2021,885000,1427000,2017,Individual,40000,First Owner,Diesel,Manual,23.0,Ford
7118,Mercedes-Benz C-Class 230,800000,164000,2010,Dealer,75000,First Owner,Petrol,Automatic,11.7,Mercedes-Benz
7119,Maruti Celerio VXI,509999,646000,2018,Individual,20000,First Owner,CNG,Manual,31.79,Maruti
7120,Honda City i-VTEC,537000,1698999,2014,Dealer,75000,First Owner,Petrol,Manual,17.4,Honda
7121,Tata Nexon 1.2,600000,1276000,2018,Individual,60000,First Owner,Petrol,Manual,17.0,Tata
7122,Renault KWID Climber,345000,578000,2018,Individual,12500,First Owner,Petrol,Automatic,24.04,Renault
7123,Hyundai i20 Sportz,310000,1219000,2013,Individual,70000,First Owner,Diesel,Manual,21.9,Hyundai
7124,Hyundai Verna 1.6,860000,1913000,2017,Dealer,36000,First Owner,Diesel,Manual,23.9,Hyundai
7125,Hyundai Grand i10,415000,657000,2017,Dealer,55000,First Owner,Petrol,Manual,18.9,Hyundai
7126,Maruti Ciaz ZXi,545000,1351000,2014,Dealer,48000,First Owner,Petrol,Manual,20.73,Maruti
7127,Honda Amaze VX,750000,1186000,2018,Individual,40000,First Owner,Diesel,Manual,27.4,Honda
7128,Hyundai i20 Magna,430000,1278000,2015,Individual,42000,First Owner,Petrol,Manual,18.6,Hyundai
7129,Honda Jazz VX,675000,1183000,2016,Dealer,52062,First Owner,Petrol,Manual,18.2,Honda
7130,Ford Ecosport 1.5,685000,1459000,2014,Dealer,56017,First Owner,Diesel,Manual,22.7,Ford
7131,Hyundai Creta 1.6,994999,2053000,2018,Individual,10000,First Owner,Petrol,Manual,15.8,Hyundai
7132,Mercedes-Benz C-Class 200,650000,164000,2009,Dealer,66001,First Owner,Petrol,Manual,11.7,Mercedes-Benz
7133,Maruti Swift Dzire,390000,1032000,2013,Individual,100000,First Owner,Petrol,Manual,19.1,Maruti
7134,Mahindra XUV300 W8,975000,1415000,2019,Dealer,13921,First Owner,Petrol,Manual,17.0,Mahindra
7135,Maruti Celerio Green,411000,645000,2016,Dealer,48129,First Owner,CNG,Manual,31.79,Maruti
7136,Maruti Swift Dzire,340000,637000,2016,Individual,189000,First Owner,Petrol,Manual,19.0,Maruti
7137,Hyundai Creta 1.6,1421000,2082000,2018,Dealer,65000,First Owner,Diesel,Automatic,17.01,Hyundai
7138,Mahindra E Verito,1197000,1377000,2019,Individual,18281,First Owner,Electric,Automatic,0.0,Mahindra
7139,Renault Triber RXZ,725000,915000,2019,Dealer,11000,First Owner,Petrol,Manual,20.0,Renault
7140,Mahindra XUV500 W6,950000,2437000,2014,Individual,178000,First Owner,Diesel,Manual,15.1,Mahindra
7141,Hyundai Grand i10,550000,771000,2015,Dealer,66916,First Owner,Petrol,Automatic,18.9,Hyundai
7142,Hyundai i20 Asta,695000,1335000,2014,Individual,70000,First Owner,Diesel,Manual,22.54,Hyundai
7143,Mahindra Thar CRDe,994999,1807000,2018,Dealer,21219,First Owner,Diesel,Manual,16.55,Mahindra
7144,Maruti Swift ZXI,700000,914000,2019,Individual,11320,First Owner,Petrol,Manual,21.21,Maruti
7145,Volkswagen Polo GT,650000,1143000,2014,Individual,53776,First Owner,Petrol,Automatic,17.21,Volkswagen
7146,Volkswagen Vento 1.6,249000,1607999,2010,Dealer,59000,First Owner,Petrol,Manual,16.09,Volkswagen
7147,Hyundai Creta 1.4,800000,1993000,2015,Individual,70000,First Owner,Diesel,Manual,21.38,Hyundai
7148,Hyundai Grand i10,555000,771000,2017,Dealer,47000,First Owner,Petrol,Manual,18.9,Hyundai
7149,Mahindra KUV 100,350000,849000,2017,Individual,35000,First Owner,Petrol,Manual,18.15,Mahindra
7150,Maruti Swift Dzire,660000,986000,2019,Individual,10000,First Owner,Petrol,Automatic,22.0,Maruti
7151,Honda City i-VTEC,1125000,1680000,2018,Dealer,26000,First Owner,Petrol,Automatic,18.0,Honda
7152,Maruti Wagon R,415000,618000,2017,Dealer,66628,First Owner,CNG,Manual,26.6,Maruti
7153,Maruti Baleno Zeta,875000,1122000,2020,Dealer,2441,First Owner,Petrol,Automatic,19.56,Maruti
7154,Honda Amaze S,500000,1024000,2017,Individual,40000,First Owner,Petrol,Manual,17.8,Honda
7155,Maruti Wagon R,275000,747000,2011,Individual,120000,First Owner,Petrol,Manual,18.9,Maruti
7156,Honda Amaze S,475000,1066000,2015,Dealer,42012,First Owner,Petrol,Manual,18.6,Honda
7157,Maruti Swift VXI,450000,943000,2014,Dealer,85195,First Owner,Petrol,Manual,18.6,Maruti
7158,Maruti Alto 800,210000,449000,2013,Individual,25000,First Owner,Petrol,Manual,22.74,Maruti
7159,Renault Triber RXZ,654000,871000,2019,Individual,15000,First Owner,Petrol,Manual,20.0,Renault
7160,Maruti Dzire ZXI,760000,1046000,2017,Dealer,18767,First Owner,Petrol,Manual,23.26,Maruti
7161,Maruti Ciaz VXi,655000,1351000,2017,Dealer,27400,First Owner,Petrol,Manual,20.73,Maruti
7162,Kia Seltos HTX,1400000,1936000,2019,Individual,15000,First Owner,Petrol,Automatic,16.8,Kia
7163,Hyundai Verna VTVT,910000,1645000,2018,Dealer,22000,First Owner,Petrol,Manual,17.0,Hyundai
7164,Maruti Swift VXi,434999,931000,2014,Dealer,44651,First Owner,Petrol,Manual,16.1,Maruti
7165,Maruti Wagon R,390000,617000,2015,Dealer,64000,First Owner,CNG,Manual,26.2,Maruti
7166,Ford Figo Diesel,250000,925000,2011,Individual,50000,First Owner,Diesel,Manual,20.0,Ford
7167,Maruti Baleno Zeta,700000,1089000,2019,Individual,25000,First Owner,Petrol,Manual,21.01,Maruti
7168,Maruti Swift Dzire,740000,1090000,2018,Dealer,30000,First Owner,Petrol,Manual,22.0,Maruti
7169,Hyundai Creta 1.6,1115000,2080000,2016,Dealer,55000,First Owner,Diesel,Manual,19.67,Hyundai
7170,Hyundai i20 2015-2017,800000,1335000,2017,Individual,35000,First Owner,Diesel,Manual,22.54,Hyundai
7171,Honda City 2017-2020,120000,1698999,2006,Dealer,55000,First Owner,Petrol,Manual,17.7,Honda
7172,Hyundai Santro Asta,600000,769000,2019,Dealer,5000,First Owner,Petrol,Manual,20.3,Hyundai
7173,Honda City i-VTEC,800000,1805999,2018,Individual,70000,First Owner,Petrol,Manual,17.4,Honda
7174,Datsun RediGO 1.0,300000,632000,2018,Individual,10400,First Owner,Petrol,Manual,22.5,Datsun
7175,Maruti Swift Dzire,459999,1066000,2014,Dealer,56930,First Owner,Petrol,Manual,22.0,Maruti
7176,Ford Aspire 1.5,507000,1072000,2016,Individual,130000,First Owner,Diesel,Manual,25.83,Ford
7177,Mahindra Bolero B6,675000,1053000,2017,Dealer,65000,First Owner,Diesel,Manual,21.0,Mahindra
7178,Maruti Celerio ZXI,470000,700000,2016,Dealer,62000,First Owner,Petrol,Automatic,23.1,Maruti
7179,Honda Amaze EX,450000,1202000,2014,Individual,170000,First Owner,Diesel,Manual,25.8,Honda
7180,Skoda Rapid Monte,1195000,1662000,2018,Dealer,9570,First Owner,Petrol,Automatic,14.3,Skoda
7181,Maruti Celerio VXI,345000,660000,2014,Dealer,40860,First Owner,Petrol,Manual,21.63,Maruti
7182,Maruti Alto 800,225000,480000,2013,Dealer,95011,First Owner,Petrol,Manual,22.74,Maruti
7183,Hyundai Creta 1.4,900000,2229000,2015,Individual,35000,First Owner,Diesel,Manual,21.38,Hyundai
7184,Renault Duster Petrol,1155000,1796000,2018,Dealer,48133,First Owner,Petrol,Automatic,14.99,Renault
7185,Honda Amaze E,455000,1177000,2015,Dealer,71572,First Owner,Diesel,Manual,25.8,Honda
7186,Renault KWID Climber,472000,685000,2020,Individual,5000,First Owner,Petrol,Automatic,24.04,Renault
7187,Ford Figo Diesel,229999,933000,2011,Individual,60000,First Owner,Diesel,Manual,20.0,Ford
7188,Hyundai Creta 1.6,900000,2082000,2015,Dealer,69000,First Owner,Diesel,Automatic,17.01,Hyundai
7189,Maruti Ciaz Alpha,875000,1336000,2018,Dealer,20360,First Owner,Petrol,Automatic,20.28,Maruti
7190,Hyundai Grand i10,525000,742000,2018,Dealer,11300,First Owner,Petrol,Manual,18.9,Hyundai
7191,Hyundai Grand i10,450000,771000,2013,Dealer,23135,First Owner,Petrol,Manual,18.9,Hyundai
7192,Maruti Alto 800,290000,505999,2017,Dealer,45000,First Owner,CNG,Manual,33.44,Maruti
7193,Honda City 1.5,225000,1627000,2005,Individual,60000,First Owner,Petrol,Manual,13.0,Honda
7194,Ford Figo Diesel,280000,981000,2015,Individual,120000,First Owner,Diesel,Manual,20.0,Ford
7195,Honda Amaze S,530000,998000,2018,Individual,20000,First Owner,Petrol,Manual,17.8,Honda
7196,Hyundai i20 Magna,550000,1362000,2015,Dealer,44726,First Owner,Petrol,Manual,18.6,Hyundai
7197,Mahindra Scorpio S10,1070000,1971000,2016,Dealer,63452,First Owner,Diesel,Manual,15.4,Mahindra
7198,Hyundai Verna VTVT,1225000,1587000,2019,Dealer,45000,First Owner,Petrol,Automatic,17.0,Hyundai
7199,Ford Figo Diesel,220000,934000,2012,Dealer,60000,First Owner,Diesel,Manual,20.0,Ford
7200,Mahindra Scorpio SLE,545000,2121000,2009,Dealer,65000,First Owner,Diesel,Manual,12.05,Mahindra
7201,Maruti Swift VXI,448000,931000,2015,Dealer,52000,First Owner,Petrol,Manual,21.21,Maruti
7202,Honda City i,825000,1805999,2014,Individual,30000,First Owner,Petrol,Automatic,18.0,Honda
7203,Maruti Celerio ZXI,425000,622000,2018,Dealer,42000,First Owner,Petrol,Manual,23.1,Maruti
7204,Honda Amaze VX,425000,1025000,2013,Dealer,55000,First Owner,Petrol,Automatic,15.5,Honda
7205,Maruti Celerio VXI,420000,682000,2017,Individual,48300,First Owner,Petrol,Automatic,23.1,Maruti
7206,Maruti Swift Dzire,395000,994999,2014,Dealer,43000,First Owner,Petrol,Manual,20.85,Maruti
7207,Maruti Wagon R,415000,720000,2016,Dealer,18307,First Owner,Petrol,Automatic,20.51,Maruti
7208,Tata Nexon 1.5,1000000,1448000,2019,Individual,20000,First Owner,Diesel,Manual,21.5,Tata
7209,Hyundai i20 Sportz,470000,1336000,2012,Dealer,70000,First Owner,Diesel,Manual,21.9,Hyundai
7210,Ford Figo Diesel,270000,986999,2011,Individual,80000,First Owner,Diesel,Manual,20.0,Ford
7211,Mahindra XUV500 W8,650000,2339000,2013,Dealer,113000,First Owner,Diesel,Manual,16.0,Mahindra
7212,Maruti Swift ZXI,645000,931000,2018,Dealer,20000,First Owner,Petrol,Manual,22.0,Maruti
7213,Maruti Wagon R,135000,733000,2007,Dealer,39000,First Owner,Petrol,Manual,21.79,Maruti
7214,Hyundai Verna VTVT,1150000,1645000,2018,Dealer,15000,First Owner,Petrol,Automatic,17.0,Hyundai
7215,Ford Ecosport 2015-2021,946000,1256000,2019,Individual,4015,First Owner,Petrol,Manual,17.0,Ford
7216,Maruti Ertiga VXI,475000,1219000,2013,Individual,56600,First Owner,Petrol,Manual,16.02,Maruti
7217,Volkswagen Vento Petrol,360000,1630999,2013,Dealer,67000,First Owner,Petrol,Manual,15.04,Volkswagen
7218,Honda Jazz 1.2,700000,1145000,2016,Dealer,14479,First Owner,Petrol,Manual,18.7,Honda
7219,Honda City VTEC,235000,1805999,2006,Dealer,75000,First Owner,Petrol,Manual,16.0,Honda
7220,Hyundai i20 1.2,540000,1324000,2017,Dealer,16000,First Owner,Petrol,Manual,18.5,Hyundai
7221,Hyundai Grand i10,540000,771000,2015,Dealer,67000,First Owner,Petrol,Automatic,18.9,Hyundai
7222,Maruti Ertiga ZXI,980000,1325000,2019,Dealer,15439,First Owner,Petrol,Manual,19.01,Maruti
7223,Maruti Alto 800,320000,480000,2014,Individual,10000,First Owner,Petrol,Manual,22.74,Maruti
7224,Hyundai i20 Asta,440000,1219000,2015,Individual,70000,First Owner,Diesel,Manual,22.54,Hyundai
7225,Hyundai i20 2015-2017,650000,1336000,2015,Dealer,63239,First Owner,Diesel,Manual,22.54,Hyundai
7226,Maruti Swift LXI,434999,930000,2017,Individual,30000,First Owner,Petrol,Manual,20.4,Maruti
7227,Ford Ecosport 1.5,500000,1419000,2013,Dealer,80150,First Owner,Petrol,Manual,15.8,Ford
7228,Maruti Celerio ZXI,570000,672000,2018,Dealer,15000,First Owner,Petrol,Automatic,21.63,Maruti
